Nr registo;Substancia Ativa;Nome do medicamento;Forma farmacêeutica;Dosagem;Unit;Tamanho da embalagem;Unidade(s);CNPEM;Preçco;Comerc.;Generico;;;;;
2584084;Alprazolam;Alprazolam Mylan;Comprimido;0.25;mg;60;unidade(s);50001094;3.85;Comercializado;True;;;;;
4182887;Alprazolam;Alprazolam ratiopharm 0.25 mg Comprimidos;Comprimido;0.25;mg;60;unidade(s);50001094;3.85;Comercializado;True;;;;;
5004098;Amlodipina;Amlodipina toLife 10 mg Comprimidos;Comprimido;10;mg;60;unidade(s);50013360;5.71;Comercializado;True;;;;;
5751888;Amoxicilina + Ácido clavulânico;Augmentin Duo. comprimidos 875/125 mg;Comprimido revestido por película;875;mg + 125 mg;16;unidade(s);50003178;6.34;Comercializado;False;;;;;
2869584;Amoxicilina + Ácido clavulânico;Betamox Plus;Comprimido revestido;875;mg + 125 mg;16;unidade(s);50003178;6.34;Comercializado;False;;;;;
5596804;Buprenorfina;Buprenorfina PLS;Comprimido sublingual;0.4;mg;7;unidade(s);50023691;2.68;False comercializado;True;;;;;
5384342;Candesartan + Hidroclorotiazida;Candesartan + Hidroclorotiazida Bluepharma;Comprimido;16;mg + 12.5 mg;14;unidade(s);50024965;4.06;Comercializado;True;;;;;
5273255;Candesartan + Hidroclorotiazida;Candesartan + Hidroclorotiazida Pharmakern;Comprimido;16;mg + 12.5 mg;56;unidade(s);50024981;6.56;Comercializado;True;;;;;
5100730;Ciprofloxacina;Ciprofloxacina Teva;Comprimido revestido por película;250;mg;16;unidade(s);50004565;6.61;Comercializado;True;;;;;
9766105;Amoxicilina + Ácido clavulânico;Clavamox DT;Comprimido revestido por película;875;mg + 125 mg;16;unidade(s);50003178;6.34;Comercializado;False;;;;;
2785194;Diclofenac;Diclofenac Labesfal;Comprimido gastrorresistente;50;mg;60;unidade(s);50007262;4.26;Temporariamente indisponível;True;;;;;
4121281;Diclofenac;Diclofenac Ratiopharm;Comprimido gastrorresistente;50;mg;60;unidade(s);50007262;4.26;Comercializado;True;;;;;
9448712;Pseudoefedrina + Triprolidina;Dinaxil;Comprimido;60;mg + 2.5 mg;20;unidade(s);50064380;2.68;Comercializado;False;;;;;
5289442;Esomeprazol;Esomeprazol Krka;Cápsula gastrorresistente;20;mg;14;unidade(s);50027107;4.12;Comercializado;True;;;;;
5490131;Levetiracetam;Levetiracetam Cinfa;Comprimido revestido por película;500;mg;60;unidade(s);50027778;16.77;Comercializado;True;;;;;
5651906;Olmesartan medoxomilo + Hidroclorotiazida;Olmesartan + Hidroclorotiazida Sandoz;Comprimido revestido por película;20;mg + 12.5 mg;14;unidade(s);50109839;4.88;Comercializado;True;;;;;
4537395;Clorodiazepóxido;Paxium;Comprimido revestido;10;mg;40;unidade(s);50082043;2.68;False comercializado;False;;;;;
5732128;Pregabalina;Pregabalina Biofarmoz;Cápsula;50;mg;14;unidade(s);;2.68;False comercializado;True;;;;;
5013933;Ramipril + Hidroclorotiazida;Ramipril + Hidroclorotiazida Alter;Comprimido;2.5;mg + 12.5 mg;56;unidade(s);50017071;6.12;Comercializado;True;;;;;
5121702;Ramipril + Hidroclorotiazida;Ramipril + Hidroclorotiazida Aurovitas;Comprimido;2.5;mg + 12.5 mg;56;unidade(s);50017071;6.12;Comercializado;True;;;;;
5778980;Ramipril + Hidroclorotiazida;Ramipril + Hidroclorotiazida Generis 2.5 mg + 12.5 mg Comprimidos;Comprimido;2.5;mg + 12.5 mg;56;unidade(s);50017071;6.12;Comercializado;True;;;;;
5043054;Ramipril + Hidroclorotiazida;Ramipril + Hidroclorotiazida Mylan;Comprimido;2.5;mg + 12.5 mg;56;unidade(s);50017071;6.12;Comercializado;True;;;;;
5013917;Ramipril + Hidroclorotiazida;Ramipril + Hidroclorotiazida Romazide;Comprimido;2.5;mg + 12.5 mg;56;unidade(s);50017071;6.12;Comercializado;True;;;;;
5022975;Ramipril + Hidroclorotiazida;Ramipril + Hidroclorotiazida toLife;Comprimido;2.5;mg + 12.5 mg;56;unidade(s);50017071;6.12;Comercializado;True;;;;;
8731919;Cloreto de sódio;Soro Fisiológico B.Braun;Solução injetável;9;mg/ml;1;unidade(s) - 250 ml;50005685;2.68;Comercializado;False;;;;;
5325980;Terbinafina;Termycol 250 mg comprimidos;Comprimido;250;mg;28;unidade(s);50010930;8.98;Comercializado;True;;;;;
9568063;Cetazolam;Unakalm;Cápsula;15;mg;20;unidade(s);50088068;4.25;Comercializado;False;;;;;
5763990;Alprazolam;Unilan;Comprimido;0.25;mg;60;unidade(s);50001094;3.85;Comercializado;True;;;;;
5005624;Sertralina;Ainim;Comprimido revestido por película;50;mg;14;unidade(s);50018558;3.46;Comercializado;True;;;;;
4765384;Amoxicilina + Ácido clavulânico;Amoxicilina + Ácido Clavulânico Sandoz 125 mg + 31.25 mg/5 ml Pó para susp. oral;Pó para suspensão oral;125;mg/5 ml + 31.25 mg/5 ml;1;unidade(s) - 75 ml;50001698;2.69;False comercializado;True;;;;;
9376004;Valproato semisódico;Diplexil-R;Comprimido gastrorresistente;500;mg;60;unidade(s);50151649;26.86;Comercializado;False;;;;;
2377299;Metamizol magnésico;Dolocalma;Cápsula;575;mg;20;unidade(s);50007238;3.61;Comercializado;False;;;;;
5666748;Duloxetina;Duloxetina Bluepharma;Cápsula gastrorresistente;30;mg;7;unidade(s);50107224;2.69;False comercializado;True;;;;;
5384946;Esomeprazol;Esomeprazol Cinfa;Comprimido gastrorresistente;20;mg;14;unidade(s);50027107;4.13;Comercializado;False;;;;;
5265756;Esomeprazol;Esomeprazol Emozul;Cápsula gastrorresistente;20;mg;14;unidade(s);50027107;4.13;Comercializado;False;;;;;
5273909;Fosinopril;Fosinopril Aurobindo;Comprimido;20;mg;60;unidade(s);50008536;8.67;Temporariamente indisponível;True;;;;;
5773783;Fosinopril;Fosinopril Generis 20 mg Comprimidos;Comprimido;20;mg;60;unidade(s);50008536;8.67;Comercializado;True;;;;;
5022371;Fosinopril;Fosinopril Mylan;Comprimido;20;mg;60;unidade(s);50008536;8.67;Temporariamente indisponível;True;;;;;
9761023;Glucose;Glucose 5% Labesfal;Solução injetável;50;mg/ml;1;unidade(s) - 500 ml;50074750;2.69;False comercializado;False;;;;;
5208038;Glucose;Glucose 5% Labesfal;Solução injetável;50;mg/ml;1;unidade(s) - 500 ml;50074750;2.69;False comercializado;False;;;;;
5852595;Lansoprazol;Lansoprazol Germed;Cápsula gastrorresistente;30;mg;14;unidade(s);50000837;4.08;Temporariamente indisponível;True;;;;;
5719588;Metformina;Metformina Cinfa 1000 mg Comprimidos;Comprimido revestido por película;1000;mg;30;unidade(s);50031163;2.69;False comercializado;True;;;;;
5930482;Mirtazapina;Mirtazapina Ratiopharm 15 mg Comprimidos revestidos;Comprimido revestido por película;15;mg;20;unidade(s);50014552;4.47;Comercializado;True;;;;;
5108170;Nebivolol;Nebivolol GP;Comprimido;5;mg;28;unidade(s);50009559;6.38;Comercializado;True;;;;;
5164504;Nebivolol;Nebivolol ToLife;Comprimido;5;mg;28;unidade(s);50009559;6.38;Comercializado;True;;;;;
9512434;Metamizol magnésico;Nolotil;Cápsula;575;mg;20;unidade(s);50007238;3.61;Comercializado;False;;;;;
5982392;Amoxicilina;Oraminax;Pó para suspensão oral;250;mg/5 ml;1;unidade(s) - 120 ml;50001892;4.82;Comercializado;False;;;;;
5080767;Ropinirol;Requip LP;Comprimido de libertação prolongada;2;mg;28;unidade(s);50048856;8.96;Comercializado;False;;;;;
5905781;Sertralina;Sertralina Basi;Comprimido revestido por película;50;mg;14;unidade(s);50018558;3.46;Temporariamente indisponível;True;;;;;
4884680;Sertralina;Sertralina Generis 50 mg Comprimidos Revestidos;Comprimido revestido por película;50;mg;14;unidade(s);50018558;3.46;Comercializado;True;;;;;
5528799;Sertralina;Sertralina Labesfal 50 mg Comprimidos;Comprimido revestido por película;50;mg;14;unidade(s);50018558;3.46;False comercializado;True;;;;;
5624283;Sertralina;Sertralina Mer;Comprimido revestido por película;50;mg;14;unidade(s);50018558;3.46;Temporariamente indisponível;True;;;;;
5612080;Sertralina;Sertralina Ratiopharm;Comprimido revestido por película;50;mg;14;unidade(s);50018558;3.46;Comercializado;True;;;;;
5035951;Sertralina;Sertralina ToLife;Comprimido revestido por película;50;mg;14;unidade(s);50018558;3.46;Comercializado;True;;;;;
4740486;Sertralina;Sertralina Zentiva;Comprimido revestido por película;50;mg;14;unidade(s);50018558;3.46;Comercializado;True;;;;;
2203099;Ticlopidina;Ticlopidina GP;Comprimido revestido por película;250;mg;60;unidade(s);50007130;8.55;Comercializado;True;;;;;
9197046;Alopurinol;Uriprim;Comprimido;100;mg;60;unidade(s);50017365;4.82;Comercializado;False;;;;;
5445218;Valsartan;Valsartan Tecnilor;Comprimido revestido por película;40;mg;56;unidade(s);50044133;8.68;Comercializado;True;;;;;
5298708;Valsartan + Hidroclorotiazida;Vanortic;Comprimido revestido por película;160;mg + 12.5 mg;28;unidade(s);50038397;2.69;False comercializado;True;;;;;
5478128;Ziprasidona;Ziprasidona Aurovitas;Cápsula;20;mg;14;unidade(s);50033530;13.90;Temporariamente indisponível;True;;;;;
5267471;Aceclofenac;Airtal;Pó para suspensão oral;100;mg;20;unidade(s);50056042;4.29;Comercializado;False;;;;;
9932400;Hidrocortisona + Fenilefrina + Lidocaína + Tetracaína;Anucet;Pomada retal;#VALOR!;#VALOR!;1;unidade(s) - 30 g;50065416;2.70;Comercializado;False;;;;;
5632476;Aripiprazol;Aripiprazol Farmoz;Comprimido;15;mg;28;unidade(s);50102214;26.96;Comercializado;True;;;;;
5632179;Aripiprazol;Aripiprazol Pentafarma;Comprimido;15;mg;28;unidade(s);50102214;26.96;Comercializado;True;;;;;
8520825;Acetilsalicilato de lisina;Aspegic 1000;Pó para solução oral;1800;mg;20;unidade(s);50002783;4.29;Comercializado;False;;;;;
5585856;Dexametasona;Atria;Colírio. solução;1;mg/ml;1;unidade(s) - 5 ml;50079220;2.70;False comercializado;False;;;;;
5996699;Captopril + Hidroclorotiazida;Captopril + Hidroclorotiazida Generis;Comprimido;50;mg + 25 mg;60;unidade(s);50011880;8.72;Comercializado;True;;;;;
3287083;Captopril + Hidroclorotiazida;Captopril e Hidroclorotiazida-Ratiopharm;Comprimido;50;mg + 25 mg;60;unidade(s);50011880;8.72;Comercializado;True;;;;;
5835582;Cefaclor;Ceclor;Pó para suspensão oral;250;mg/5 ml;1;unidade(s) - 120 ml;50004727;8.71;Comercializado;False;;;;;
5356084;Furosemida;Furosemida Cinfa 40 mg Comprimidos;Comprimido;40;mg;30;unidade(s);50002350;2.70;False comercializado;True;;;;;
8689109;Etinilestradiol + Gestodeno;Gynera;Comprimido revestido;0.03;mg + 0.075 mg;21;unidade(s);50009249;4.87;Comercializado;False;;;;;
5442116;Ibuprofeno;Ibuprofeno Farmalider;Suspensão oral;20;mg/ml;1;unidade(s) - 150 ml;50013556;2.70;False comercializado;False;;;;;
5373329;Irbesartan + Hidroclorotiazida;Irbesartan + Hidroclorotiazida Krka;Comprimido revestido por película;300;mg + 12.5 mg;28;unidade(s);50019260;5.60;Comercializado;True;;;;;
3046596;Lovastatina;Lovastatina Jaba 20 mg comprimidos;Comprimido;20;mg;60;unidade(s);50011715;4.41;Temporariamente indisponível;True;;;;;
8692004;Etinilestradiol + Gestodeno;Minulet;Comprimido revestido;0.03;mg + 0.075 mg;21;unidade(s);50009249;4.87;Comercializado;False;;;;;
5566302;Montelucaste;Montelucaste Tolife;Comprimido para mastigar;4;mg;14;unidade(s);50029002;5.00;Comercializado;True;;;;;
5244033;Montelucaste;Montelucaste Wynn;Comprimido para mastigar;4;mg;14;unidade(s);50029002;2.70;False comercializado;True;;;;;
3722485;Meloxicam;Movalis;Solução injetável;15;mg/1.5 ml;2;unidade(s) - 1.5 ml;50030922;2.70;False comercializado;False;;;;;
4969580;Ramipril;Ramipril Alter 1.25 mg Cápsulas;Cápsula;1.25;mg;14;unidade(s);50016997;2.70;False comercializado;True;;;;;
4970489;Ramipril;Ramipril Alter 1.25 mg Cápsulas;Cápsula;1.25;mg;14;unidade(s);50016997;2.70;False comercializado;True;;;;;
4969887;Ramipril;Ramipril Alter 1.25 mg Cápsulas;Cápsula;1.25;mg;14;unidade(s);50016997;2.70;False comercializado;True;;;;;
5139894;Ramipril;Ramipril Germed;Cápsula;1.25;mg;14;unidade(s);50016997;2.70;False comercializado;True;;;;;
4886594;Ramipril;Ramipril GP;Cápsula;1.25;mg;14;unidade(s);50016997;2.70;False comercializado;True;;;;;
5138292;Ramipril;Ramipril Labesfal;Cápsula;1.25;mg;14;unidade(s);50016997;2.70;False comercializado;True;;;;;
5141494;Ramipril;Ramipril Mepha;Cápsula;1.25;mg;14;unidade(s);50016997;2.70;False comercializado;True;;;;;
4866281;Ramipril;Ramipril Romace;Cápsula;1.25;mg;14;unidade(s);50016997;2.70;False comercializado;True;;;;;
4866588;Ramipril;Ramipril Romace;Cápsula;1.25;mg;14;unidade(s);50016997;2.70;False comercializado;True;;;;;
5628441;Tafluprost + Timolol;Taptiqom;Colírio. solução em recipiente unidose;0.015;mg/ml + 5 mg/ml;30;unidade(s) - .3 ml;50151240;26.96;Comercializado;False;;;;;
5223722;Zolmitriptano;Zolmitriptano Aurovitas;Comprimido orodispersível;2.5;mg;2;unidade(s);50023756;4.13;Comercializado;True;;;;;
5563465;Zolmitriptano;Zolmitriptano Labesfal Odis;Comprimido orodispersível;2.5;mg;2;unidade(s);50023756;4.13;Temporariamente indisponível;True;;;;;
5485180;Amissulprida;Amissulprida Aurovitas;Comprimido;200;mg;60;unidade(s);50001620;22.11;Comercializado;True;;;;;
5275086;Amissulprida;Amissulprida Generis;Comprimido;200;mg;60;unidade(s);50001620;22.11;Comercializado;True;;;;;
5647060;Amissulprida;Amissulprida Mylan;Comprimido;200;mg;60;unidade(s);50001620;22.11;Comercializado;True;;;;;
5274287;Lansoprazol;Belmural;Cápsula gastrorresistente;30;mg;14;unidade(s);50000837;4.10;False comercializado;True;;;;;
5621388;Bisoprolol;Bisoprolol Generis 5 mg Comprimidos;Comprimido revestido;5;mg;20;unidade(s);50006193;2.71;False comercializado;True;;;;;
9761015;Glucose;Glucose 5% Labesfal;Solução injetável;50;mg/ml;1;unidade(s) - 250 ml;50074741;2.71;False comercializado;False;;;;;
5896196;Lansoprazol;Lansoprazol Almus;Cápsula gastrorresistente;15;mg;10;unidade(s);50025996;3.45;Comercializado;True;;;;;
3475084;Lansoprazol;Lansoprazol Azevedos;Cápsula gastrorresistente;30;mg;14;unidade(s);50000837;4.10;False comercializado;True;;;;;
5277181;Lansoprazol;Lansoprazol Cinfa 30 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;30;mg;14;unidade(s);50000837;4.10;Temporariamente indisponível;True;;;;;
5519392;Lansoprazol;Lansoprazol Labesfal 30 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;30;mg;14;unidade(s);50000837;4.10;Temporariamente indisponível;True;;;;;
5302880;Lansoprazol;Lansoprazol Mer;Cápsula gastrorresistente;30;mg;14;unidade(s);50000837;4.10;False comercializado;True;;;;;
4455697;Lansoprazol;Lansoprazol Quimedical;Cápsula gastrorresistente;30;mg;14;unidade(s);50000837;4.10;Temporariamente indisponível;True;;;;;
5105861;Lansoprazol;Lansoprazol ToLife;Cápsula gastrorresistente;30;mg;14;unidade(s);50000837;4.10;Comercializado;True;;;;;
5239546;Lercanidipina;Lercanidipina Aurovitas;Comprimido revestido por película;20;mg;28;unidade(s);50036823;6.03;Comercializado;True;;;;;
5193537;Lercanidipina;Lercanidipina Generis;Comprimido revestido por película;20;mg;28;unidade(s);50036823;6.03;Comercializado;True;;;;;
5253026;Lercanidipina;lercanidipina GP;Comprimido revestido por película;20;mg;28;unidade(s);50036823;6.03;Comercializado;True;;;;;
5262670;Lercanidipina;Lercanidipina Mepha;Comprimido revestido por película;20;mg;28;unidade(s);50036823;6.03;Comercializado;True;;;;;
5239603;Lercanidipina;Lercanidipina Mylan;Comprimido revestido por película;20;mg;28;unidade(s);50036823;6.03;Comercializado;True;;;;;
5259163;Lercanidipina;Lercanidipina Ratiopharm;Comprimido revestido por película;20;mg;28;unidade(s);50036823;6.03;Comercializado;True;;;;;
5623863;Lercanidipina;Lercanidipina Sandoz;Comprimido revestido por película;20;mg;28;unidade(s);50036823;6.03;Comercializado;True;;;;;
5953187;Mirtazapina;Mirtazapina Generis;Comprimido orodispersível;15;mg;20;unidade(s);50032127;4.45;Comercializado;True;;;;;
5954581;Mirtazapina;Mirtazapina KRKA;Comprimido orodispersível;15;mg;20;unidade(s);50032127;4.45;Comercializado;True;;;;;
9489500;Mequitazina;Primalan;Comprimido;5;mg;20;unidade(s);50082698;4.30;Comercializado;False;;;;;
5178868;Ropinirol;Ropinirol Teva;Comprimido revestido por película;1;mg;84;unidade(s);50044796;17.82;Comercializado;True;;;;;
9565929;Sucralfato;Sucralfato Mylan;Comprimido;1000;mg;20;unidade(s);50015842;4.30;Comercializado;False;;;;;
5032016;Tramadol;Tramadol Aurovitas;Comprimido de libertação prolongada;100;mg;20;unidade(s);50016776;4.30;Comercializado;True;;;;;
5065487;Bisoprolol;Bisoprolol Sandoz 5 mg Comprimidos revestidos;Comprimido revestido por película;5;mg;56;unidade(s);50023489;5.01;Comercializado;True;;;;;
5448733;Candesartan;Candesartan toLife;Comprimido;8;mg;28;unidade(s);50002961;5.02;Comercializado;True;;;;;
9226910;Piritinol;Cerbon-6;Comprimido revestido;100;mg;20;unidade(s);50067869;2.72;False comercializado;False;;;;;
5782099;Didrogesterona;Duphaston;Comprimido revestido por película;10;mg;14;unidade(s);50071190;4.31;Comercializado;False;;;;;
5371521;Ibuprofeno;Ib-u-ron;Supositório;75;mg;10;unidade(s);50057677;2.72;False comercializado;False;;;;;
5070966;Indapamida;Indapamida Vida;Comprimido de libertação prolongada;1.5;mg;30;unidade(s);50008420;2.72;False comercializado;True;;;;;
4688594;Ciprofloxacina;ISINO;Comprimido revestido;500;mg;1;unidade(s);50004603;2.72;False comercializado;False;;;;;
4277497;Lansoprazol;Lansoprazol Farmoz;Cápsula gastrorresistente;15;mg;10;unidade(s);50025996;3.46;Comercializado;True;;;;;
4276291;Lansoprazol;Lansoprazol Tecnigen;Cápsula gastrorresistente;15;mg;10;unidade(s);50025996;3.46;Comercializado;True;;;;;
5402466;Losartan;Losartan Aristo;Comprimido revestido por película;50;mg;14;unidade(s);50006320;2.72;False comercializado;True;;;;;
9785337;Diclofenac;Olfen;Comprimido gastrorresistente;50;mg;60;unidade(s);50007262;4.30;False comercializado;False;;;;;
2167187;Mononitrato de isossorbida;Orasorbil;Cápsula de libertação prolongada;40;mg;60;unidade(s);50010271;8.77;False comercializado;False;;;;;
4511093;Clorodiazepóxido;Paxium;Comprimido revestido;5;mg;40;unidade(s);50082019;2.72;False comercializado;False;;;;;
2872398;Finasterida;Prostafin;Comprimido revestido;5;mg;10;unidade(s);50003496;2.72;False comercializado;False;;;;;
5099247;Ropinirol;Ropinirol Genedec;Comprimido revestido por película;1;mg;84;unidade(s);50044796;17.83;False comercializado;True;;;;;
5244744;Ropinirol;Ropinirol Generis Phar;Comprimido revestido por película;1;mg;84;unidade(s);50044796;17.83;Comercializado;True;;;;;
5067673;Sertralina;Sertralina Aurovitas;Comprimido revestido por película;50;mg;60;unidade(s);50018566;4.06;Comercializado;True;;;;;
3404787;Fluoxetina;Fluoxetina Alter 20 mg Cápsulas;Cápsula;20;mg;14;unidade(s);50006894;3.85;Comercializado;True;;;;;
3653680;Fluoxetina;Fluoxetina Generis;Cápsula;20;mg;14;unidade(s);50006894;3.85;Comercializado;True;;;;;
4807798;Fluoxetina;Fluoxetina GP 20 mg Cápsulas;Cápsula;20;mg;14;unidade(s);50006894;3.85;Comercializado;True;;;;;
5010707;Tramadol;Gelotralib;Cápsula de libertação prolongada;50;mg;20;unidade(s);50016865;4.33;Comercializado;False;;;;;
9665448;Glucose + Cloreto de sódio;Glucosteril 5% em Cloreto de Sódio 0.45%;Solução para perfusão;50;mg/ml + 4.5 mg/ml;20;unidade(s) - 500 ml;50075020;2.73;False comercializado;False;;;;;
8683649;Terazosina;Hytrin;Comprimido;(1;mg) + (2 mg);14;unidade(s);50009664;4.34;Comercializado;False;;;;;
5342241;Irbesartan + Hidroclorotiazida;Irbesartan + Hidroclorotiazida Alter;Comprimido revestido por película;150;mg + 12.5 mg;14;unidade(s);50019252;4.15;Comercializado;True;;;;;
5255211;Irbesartan + Hidroclorotiazida;Irbesartan + Hidroclorotiazida Teva;Comprimido revestido por película;150;mg + 12.5 mg;14;unidade(s);50019252;4.15;Comercializado;True;;;;;
5334040;Irbesartan + Hidroclorotiazida;Irbesartan + Hidroclorotiazida toLife;Comprimido revestido por película;150;mg + 12.5 mg;14;unidade(s);50019252;4.15;Comercializado;True;;;;;
9581207;Tilactase;Lisolac;Cápsula;4000;U ONPG;20;unidade(s);50011723;4.33;Comercializado;False;;;;;
4895785;Moxonidina;Moxon;Comprimido revestido;0.2;mg;28;unidade(s);50098861;8.81;Comercializado;False;;;;;
5171616;Pantoprazol;Pantoprazol Ratiopharm;Comprimido gastrorresistente;20;mg;56;unidade(s);50019830;3.97;Comercializado;True;;;;;
